Vegetation_category,Substrate_category,Level,Species,Phyla,Order,Family,Genus,Multispecies,Aggregation_required,Site,Site_ID_within_study,Latitude_decimal_degrees,Longitude_decimal_degrees,Originalcoordinates,Depth_min_m,Depth_max_m,Start_year,End_year,Ann_sampling_freq,Seasons,Data_mining_method,Description,Reference,Prod_method_group,Prod_method_general,Standing biomass_kg_DW_m2,Avg_NPP,sted_NPP,NPP_units,FW_DW_Conversion_factor,DW_Carbon_Conversion_factor,Avg_NPP_kg_C_m2_y,stdev_NPP_kg_C_m2_y,Person_entering_data
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Western Head, Nova Scotia",9,43.983517,-64.668543,NO,0,0,1980,1980,1,Spring,Text,Method 2b,Cousens 1984,BA-periodic harvest,BA,,1.62,NA,kg DW m-2 yr-1,NA,0.3,0.486,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Ingonish, Nova Scotia",4,46.696311,-60.346615,NO,0,0,1980,1980,1,Spring,Text,Method 2b,Cousens 1984,BA-periodic harvest,BA,,1.62,NA,kg DW m-2 yr-1,NA,0.3,0.486,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Tor Bay, Nova Scotia",8,45.203215,-61.365705,NO,0,0,1980,1980,1,Spring,Text,Method 2b,Cousens 1984,BA-periodic harvest,BA,,1.67,NA,kg DW m-2 yr-1,NA,0.3,0.501,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Cape Sable Island, Nova Scotia",2,43.461178,-65.577313,NO,0,0,1980,1980,1,Spring,Text,Method I,Cousens 1984,BA-periodic harvest,BA,,1.68,NA,kg DW m-2 yr-1,NA,0.3,0.504,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Pubnico, Nova Scotia",6,43.599766,-65.7889,NO,0,0,1980,1980,1,Spring,Text,Method 2b,Cousens 1984,BA-periodic harvest,BA,,1.76,NA,kg DW m-2 yr-1,NA,0.3,0.528,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Centreville, Nova Scotia",3,44.545253,-66.052236,NO,0,0,1980,1980,1,Spring,Text,Method 2b,Cousens 1984,BA-periodic harvest,BA,,1.82,NA,kg DW m-2 yr-1,NA,0.3,0.546,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Cape Sable Island, Nova Scotia",2,43.461178,-65.577313,NO,0,0,1980,1980,1,Spring,Text,Method 2,Cousens 1984,BA-periodic harvest,BA,,1.89,NA,kg DW m-2 yr-1,NA,0.3,0.567,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Cape Sable Island, Nova Scotia",2,43.461178,-65.577313,NO,0,0,1980,1980,1,Spring,Text,Method 2d,Cousens 1984,BA-periodic harvest,BA,,1.93,NA,kg DW m-2 yr-1,NA,0.3,0.579,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Sober Island, Nova Scotia",7,44.840251,-62.455798,NO,0,0,1980,1980,1,Spring,Text,Method 2b,Cousens 1984,BA-periodic harvest,BA,,1.99,NA,kg DW m-2 yr-1,NA,0.3,0.597,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Cape Sable Island, Nova Scotia",2,43.461178,-65.577313,NO,0,0,1980,1980,1,Spring,Text,Method 2c,Cousens 1984,BA-periodic harvest,BA,,2.07,NA,kg DW m-2 yr-1,NA,0.3,0.621,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Cape Sable Island, Nova Scotia",2,43.461178,-65.577313,NO,0,0,1980,1980,1,Spring,Text,Method Ia,Cousens 1984,BA-periodic harvest,BA,,2.25,NA,kg DW m-2 yr-1,NA,0.3,0.675,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Cape Sable Island, Nova Scotia",2,43.461178,-65.577313,NO,0,0,1980,1980,1,Spring,Text,Method 2b,Cousens 1984,BA-periodic harvest,BA,,2.25,NA,kg DW m-2 yr-1,NA,0.3,0.675,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Tor Bay, Nova Scotia",8,45.203215,-61.365705,NO,0,0,1980,1980,1,Spring,Text,Method 2a,Cousens 1984,BA-periodic harvest,BA,,2.36,NA,kg DW m-2 yr-1,NA,0.3,0.708,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Cape Sable Island, Nova Scotia",2,43.461178,-65.577313,NO,0,0,1980,1980,1,Spring,Text,Method 2a,Cousens 1984,BA-periodic harvest,BA,,2.822,NA,kg DW m-2 yr-1,NA,0.3,0.8466,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"South Borth, Aberystwyth, Wales",2,52.47411111,-4.063166667,YES,0,0,2016,2018,8,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,12.9,1.4,g C m-2 yr-1,NA,NA,0.0129,0.0014,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Porthoer, Wales",3,52.83272222,-4.730416667,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,20.4,4.6,g C m-2 yr-1,NA,NA,0.0204,0.0046,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"College Rocks Aberystwyth, Wales",1,52.41605556,-4.089277778,YES,0,0,2016,2018,8,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,24.9,1.2,g C m-2 yr-1,NA,NA,0.0249,0.0012,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Rhosneigr, Wales",7,53.22255556,-4.52325,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,35.8,5.6,g C m-2 yr-1,NA,NA,0.0358,0.0056,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Ria do Burgo, NW Spain",1,43.325908,-8.374941,YES,0,0,2010,2012,12,All,Text,Population monitored over a 26 month period. Growth recoded as growth of new recruits within clearings and estimated growth form adult individuals in orignal pop. Production is calculated by the allen-curve method for different quotes,Viana et al 2014,BA-periodic harvest,BA,,2.03296,NA,kg DW m-2 yr-10,NA,0.3,0.0609888,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Cemlyn Bay, Wales",8,53.41358333,-4.520222222,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,64,8.4,g C m-2 yr-1,NA,NA,0.064,0.0084,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Porth Colmon, Wales",4,52.87552778,-4.682527778,YES,0,0,2016,2018,4,All,Raw data,NA,"Lewis & Moore, unpub (thesis)",BA-tagging,BA,,78.9,28.1,g C m-2 yr-1,NA,NA,0.0789,0.0281,AP
Marine forest,Salt-marsh,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Flax pond, Long Island, NY",1,40.964366,-73.140542,NO,0,0,1973,1974,24,All,Text,Growth obtained from measuring the weight of plants growing on 3 artificial racks with different shading conditions,Brinkhuis 1977,BA-periodic harvest,BA,,90,NA,g C m-2 yr-1,NA,NA,0.09,NA,AP
Marine forest,Salt-marsh,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Nauset Marsh, Massachussetts",1,41.832927,-69.956649,NO,0,0,1985,1986,12,All,Text,P/B ratio of 1.8,Roman et al. 1990,BA-periodic harvest,BA,,1.179,NA,g DW m-2 yr-1,NA,0.3,0.3537,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Bar Island, Cobscook Bay, Maine",2,44.847829,-67.140806,NO,0,0,1995,1996,2,"Spring, Autumn",Text,"Estimates of total annual productivity includes weight of both vegetative and reproductive tissues, estimate comes from the mean number of digits in spring and fall multiplied by their mean weight and corrected for losses",Vadas et al 2004b,BA-periodic harvest,BA,,489,NA,g C m-2 yr-1,NA,NA,0.489,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"Bell Farm, Cobscook Bay, ME, USA",1,44.822402,-67.155114,NO,0,0,1995,1996,2,"Spring, Autumn",Text,"Estimates of total annual productivity includes weight of both vegetative and reproductive tissues, estimate comes from the mean number of digits in spring and fall multiplied by their mean weight and corrected for losses",Vadas et al 2004b,BA-periodic harvest,BA,,699,NA,g C m-2 yr-1,NA,NA,0.699,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"El Puntal, Spain",1,43.53333333,-5.383333333,YES,0,0,2007,2008,12,All,Text,increase in biomass at monthly intervals,Lamela-Silvarrey et al. 2012,BA-periodic harvest,BA,,2455.24,NA,g DW m-2 yr-1,NA,0.3,0.736572,NA,AP
Marine forest,Rocky Reef,Intertidal,Ascophyllum nodosum,Brown,Fucales,Fucaceae,Ascophyllum,NO,NO,"El Puntal, Spain",2,43.53333333,-5.383333333,YES,0,0,1976,1977,12,All,Text,increase in biomass at monthly intervals,Anadon 1980 in Lamela-Silvarrey et al. 2012,BA-periodic harvest,BA,,3115.87,NA,g DW m-2 yr-1,NA,0.3,0.934761,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Asparagopsis armata,Red,Bonnemaisoniales ,Bonnemaisoniaceae,Asparagopsis,NO,YES,"Zone III, Gibraltar, Spain",3,36.072412,-5.428681,NO,-0.3,-0.3,NA,NA,12,All,Text,"A. armata has 4 cohorts during a year. The value is sum of the production of all 4 cohorts, which comes their daily production times their duration across the year (3-4 months). 17*17 cm quadrat",Aranda et al 1984,BA-periodic harvest,BA,,0.30675,NA,kg DW m-2 yr-1,NA,0.22,0.067485,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Asparagopsis armata,Red,Bonnemaisoniales ,Bonnemaisoniaceae,Asparagopsis,NO,YES,"Zone I, Gibraltar, Spain",1,36.072412,-5.428681,NO,-0.3,-0.3,NA,NA,12,All,Text,"A. armata has 4 cohorts during a year. The value is sum of the production of all 4 cohorts, which comes their daily production times their duration across the year (3-4 months). 17*17 cm quadrat",Aranda et al 1984,BA-periodic harvest,BA,,0.354,NA,kg DW m-2 yr-1,NA,0.22,0.07788,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Asparagopsis armata,Red,Bonnemaisoniales ,Bonnemaisoniaceae,Asparagopsis,NO,YES,"Zone II, Gibraltar, Spain",2,36.072412,-5.428681,NO,-0.3,-0.3,NA,NA,12,All,Text,"A. armata has 4 cohorts during a year. The value is sum of the production of all 4 cohorts, which comes their daily production times their duration across the year (3-4 months). 17*17 cm quadrat",Aranda et al 1984,BA-periodic harvest,BA,,0.4023,NA,kg DW m-2 yr-1,NA,0.22,0.088506,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Asparagopsis taxiformis,Red,Bonnemaisoniales ,Bonnemaisoniaceae,Asparagopsis,NO,YES,"Komenda, Ghana",2,5.049078,-1.487639,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.01,,g DW 25 month-1,NA,0.258,1.24E-06,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Asparagopsis taxiformis,Red,Bonnemaisoniales ,Bonnemaisoniaceae,Asparagopsis,NO,YES,"Mumford, Ghana",3,5.257926,-0.756399,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.02,,g DW 25 month-1,NA,0.258,2.48E-06,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bachelotia antillarum,Brown,Scytothamnales,Bachelotiaceae,Bachelotia,NO,YES,"Mumford, Ghana",3,5.257926,-0.756399,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.18,,g DW 25 month-1,NA,0.258,2.23E-05,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bachelotia antillarum,Brown,Scytothamnales,Bachelotiaceae,Bachelotia,NO,YES,"Komenda, Ghana",2,5.049078,-1.487639,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.54,,g DW 25 month-1,NA,0.258,6.69E-05,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bachelotia antillarum,Brown,Scytothamnales,Bachelotiaceae,Bachelotia,NO,YES,"Takoradi Fisheries, Ghana",5,4.87924,-1.747619,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,45.39,,g DW 25 month-1,NA,0.258,0.005621098,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bachelotia antillarum,Brown,Scytothamnales,Bachelotiaceae,Bachelotia,NO,YES,"Elmina, Ghana",1,5.082138,-1.346104,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,279.61,,g DW 25 month-1,NA,0.258,0.034626902,,AP
Red algal beds & algal turfs,Rocky Reef,Subtidal,"Ballia, Callophyllis, Plocamium",Red,Mixed,Mixed,Mixed,YES,NO,"Cape Northumberland, Australia",1,-38.061596,140.662632,NO,15,15,1974,1978,NA,all,Text,NA,Shepherd 1979 cited in Shepherd & Edgar 2013,BA-periodic harvest,BA,,1.005,NA,kg DW m-2 yr-1,NA,0.271,0.272355,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bangia atropurpurea,Red,Bangiales,Bangiaceae,Bangia,NO,YES,"Illa de Tossa, Tossa de Mar, Spain",1,41.719807,2.940561,NO,-1,-1,1983,1984,4,all,Text,Production has been considered to be equal to their biomass maxima for species with annual vegetative cycles. Production of filamentous and lam in ar species of small size (ephemerophyceae) such as Ceramiaceae. Ectocarpaceae and Delesseriaceae has been estimated tak ing into account th at they renew their biomass every two or three months,Ballesteros 1989a,BA-periodic harvest,BA,,0.259,NA,kg DW m-2 yr-1,NA,0.281853282,0.073,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bangia atropurpurea community,Multiple,Mixed,Mixed,Mixed,YES,YES,"Illa de Tossa, Tossa de Mar, Spain",1,41.719807,2.940561,NO,-1,-1,1983,1984,1,all,Text,Production has been considered to be equal to their biomass maxima for species with annual vegetative cycles. Production of filamentous and lam in ar species of small size (ephemerophyceae) such as Ceramiaceae. Ectocarpaceae and Delesseriaceae has been estimated tak ing into account th at they renew their biomass every two or three months,Ballesteros 1989a,BA-periodic harvest,BA,,0.034,NA,kg DW m-2 yr-1,NA,0.294117647,0.01,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bryocladia thyrsigera,Red,Ceramiales,Rhodomelaceae,Bryocladia,NO,YES,"Mumford, Ghana",3,5.257926,-0.756399,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.73,,g DW 25 month-1,NA,0.258,9.04E-05,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bryocladia thyrsigera,Red,Ceramiales,Rhodomelaceae,Bryocladia,NO,YES,"Komenda, Ghana",2,5.049078,-1.487639,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,12.66,,g DW 25 month-1,NA,0.258,0.001567814,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bryocladia thyrsigera,Red,Ceramiales,Rhodomelaceae,Bryocladia,NO,YES,"Elmina, Ghana",1,5.082138,-1.346104,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,18.75,,g DW 25 month-1,NA,0.258,0.002322,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bryopsis pennata,Green,Bryopsidales,Bryopsidaceae,Bryopsis,NO,YES,"Komenda, Ghana",2,5.049078,-1.487639,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.01,,g DW 25 month-1,NA,0.258,1.24E-06,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bryopsis pennata,Green,Bryopsidales,Bryopsidaceae,Bryopsis,NO,YES,"Takoradi Fisheries, Ghana",5,4.87924,-1.747619,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.03,,g DW 25 month-1,NA,0.258,3.72E-06,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bryopsis pennata,Green,Bryopsidales,Bryopsidaceae,Bryopsis,NO,YES,"Elmina, Ghana",1,5.082138,-1.346104,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.03,,g DW 25 month-1,NA,0.258,3.72E-06,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bryopsis pennata,Green,Bryopsidales,Bryopsidaceae,Bryopsis,NO,YES,"Shama, Ghana",4,5.01207,-1.627876,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.09,,g DW 25 month-1,NA,0.258,1.11E-05,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Bryopsis pennata,Green,Bryopsidales,Bryopsidaceae,Bryopsis,NO,YES,"Mumford, Ghana",3,5.257926,-0.756399,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.86,,g DW 25 month-1,NA,0.258,0.000106502,,AP
Brown algal beds,Coral Reef,Subtidal,Canistocarpus cervicornis,Brown,Dictyotales,Dictyotaceae,Canistocarpus,NO,NO,"Sheikh Said Island, Red Sea",1,15.593529,39.482741,NO,1,1,1998,1999,6,all,Graph digitizer,Bimonthly samples of six 0.25 m2 quadrats along 50 m transect at two sites located 50 m apart. Reef flat zone,Ateweberhan et al. 2005,BA-periodic harvest,BA,,0.018211,0.005671,kg DW m-2 yr-1,NA,0.254,0.004625594,0.001440434,AP
Green algal beds,Rocky Reef,NA,Caulerpa prolifera,Green,Bryopsidales,Caulerpaceae,Caulerpa,YES,NO,"Cadiz Bay, Spain",1,36.5685,-6.292555556,NO,NA,NA,2012,2013,6,all,Text,"In-situ benthic chambers 'incubators' placed on SCUBA, measurments every 2 months","Egea et al., 2019",PR-in situ,PR,,51.4,,mmol C m-2 d-1,NA,NA,0.225132,,AP
Marine forest,Coral Reef,Subtidal,Caulerpa sertularioides,Green,Bryopsidales,Caulerpaceae,Caulerpa,NO,YES,"Point 5, Sepetiba Bay, Brazil",5,-23.069907,-44.00578,YES,1,1,1999,1999,4,all,Text,"Fisve 20 by 20 random quadrats, all biomass collected. Prod = max-min with seasonality quite apparent",Amado Filho et al. 2003,BA-periodic harvest,BA,,239.9,,g DW m-2 yr-1,NA,0.226,0.0542174,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Caulerpa taxifolia,Green,Bryopsidales,Caulerpaceae,Caulerpa,NO,YES,"Mumford, Ghana",3,5.257926,-0.756399,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.05,,g DW 25 month-1,NA,0.258,0.000006192,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Caulerpa taxifolia,Green,Bryopsidales,Caulerpaceae,Caulerpa,NO,YES,"Komenda, Ghana",2,5.049078,-1.487639,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.11,,g DW 25 month-1,NA,0.258,1.36E-05,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Centroceras clavulatum,Red,Ceramiales,Ceramiaceae,Centroceras,NO,YES,"Shama, Ghana",4,5.01207,-1.627876,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,0.01,,g DW 25 month-1,NA,0.258,1.24E-06,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Centroceras clavulatum,Red,Ceramiales,Ceramiaceae,Centroceras,NO,YES,"Elmina, Ghana",1,5.082138,-1.346104,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,3.43,,g DW 25 month-1,NA,0.258,0.000424771,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Centroceras clavulatum,Red,Ceramiales,Ceramiaceae,Centroceras,NO,YES,"Komenda, Ghana",2,5.049078,-1.487639,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,44.67,,g DW 25 month-1,NA,0.258,0.005531933,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Centroceras clavulatum,Red,Ceramiales,Ceramiaceae,Centroceras,NO,YES,"Mumford, Ghana",3,5.257926,-0.756399,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,46.13,,g DW 25 month-1,NA,0.258,0.005712739,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Centroceras clavulatum,Red,Ceramiales,Ceramiaceae,Centroceras,NO,YES,"Takoradi Fisheries, Ghana",5,4.87924,-1.747619,NO,-0.4,0,2017,2019,12,all,Text,"6 permanent quadrats at each site, the seaweed within them is clipped above the holdfast to allow regrowth every month for 25 months. The total dry weights of biomass collected are given in table 2, which was divided by the time of collection and scaled to year",Akrong et al. 2021,BA-periodic harvest,BA,,77.85,,g DW 25 month-1,NA,0.258,0.009640944,,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Ceramium ciliatum,Red,Ceramiales,Ceramiaceae,Ceramium,NO,YES,"Illa de Tossa, Tossa de Mar, Spain",1,41.719807,2.940561,NO,0,0,1983,1984,4,all,Text,Production has been considered to be equal to their biomass maxima for species with annual vegetative cycles. Production of filamentous and lam in ar species of small size (ephemerophyceae) such as Ceramiaceae. Ectocarpaceae and Delesseriaceae has been estimated tak ing into account th at they renew their biomass every two or three months,Ballesteros 1989a,BA-periodic harvest,BA,,0.953,NA,kg DW m-2 yr-1,NA,0.243441763,0.232,NA,AP
Red algal beds & algal turfs,Rocky Reef,Intertidal,Ceramium ciliatum community,Multiple,Mixed,Mixed,Mixed,YES,YES,"Illa de Tossa, Tossa de Mar, Spain",1,41.719807,2.940561,NO,0,0,1983,1984,1,all,Text,Production has been considered to be equal to their biomass maxima for species with annual vegetative cycles. Production of filamentous and lam in ar species of small size (ephemerophyceae) such as Ceramiaceae. Ectocarpaceae and Delesseriaceae has been estimated tak ing into account th at they renew their biomass every two or three months,Ballesteros 1989a,BA-periodic harvest,BA,,0.738,NA,kg DW m-2 yr-1,NA,0.243902439,0.18,NA,AP
